Date,Team_1,Team_2,Venue,MatchCode,GroundCode
2011-03-03,NED,SAF,Neutral,3250,74
2006-07-04,NED,SRL,Home,2492,164
2006-07-06,NED,SRL,Home,2493,164
2002-09-16,NED,SRL,Away,1964,33
2007-07-10,NED,WIN,Neutral,2710,109
2011-02-28,NED,WIN,Neutral,3247,22
2019-06-19,NED,ZIM,Home,4327,244
2019-06-21,NED,ZIM,Home,4330,244
2003-02-28,NED,ZIM,Away,2061,73
1973-02-11,NZL,PAK,Home,52,37
1985-01-12,NZL,PAK,Home,339,41
1985-01-15,NZL,PAK,Home,342,61
1985-02-06,NZL,PAK,Home,359,37
1989-02-06,NZL,PAK,Home,615,11
1989-03-04,NZL,PAK,Home,616,37
1989-03-08,NZL,PAK,Home,617,4
1989-03-11,NZL,PAK,Home,618,18
1989-03-14,NZL,PAK,Home,619,61
1992-03-18,NZL,PAK,Home,808,37
1992-03-21,NZL,PAK,Home,811,18
1992-12-26,NZL,PAK,Home,852,4
1992-12-28,NZL,PAK,Home,853,41
1992-12-30,NZL,PAK,Home,854,18
1994-03-03,NZL,PAK,Home,957,11
1994-03-06,NZL,PAK,Home,958,18
1994-03-09,NZL,PAK,Home,959,4
1994-03-13,NZL,PAK,Home,960,18
1994-03-16,NZL,PAK,Home,961,37
1995-12-15,NZL,PAK,Home,1087,11
1995-12-17,NZL,PAK,Home,1088,37
1995-12-20,NZL,PAK,Home,1089,4
1995-12-23,NZL,PAK,Home,1086,18
2001-02-18,NZL,PAK,Home,1779,18
2001-02-20,NZL,PAK,Home,1780,41
2001-02-22,NZL,PAK,Home,1781,165
2001-02-25,NZL,PAK,Home,1782,37
2001-02-28,NZL,PAK,Home,1783,11
2004-01-03,NZL,PAK,Home,2165,18
2004-01-07,NZL,PAK,Home,2166,178
2004-01-10,NZL,PAK,Home,2168,37
2004-01-14,NZL,PAK,Home,2171,41
2004-01-17,NZL,PAK,Home,2173,165
2011-01-22,NZL,PAK,Home,3220,165
2011-01-29,NZL,PAK,Home,3225,37
2011-02-01,NZL,PAK,Home,3228,41
2011-02-03,NZL,PAK,Home,3230,61
2011-02-05,NZL,PAK,Home,3232,18
2015-01-31,NZL,PAK,Home,3745,165
2015-02-03,NZL,PAK,Home,3747,41
2016-01-25,NZL,PAK,Home,3879,4
2018-01-13,NZL,PAK,Home,4105,205
2018-01-16,NZL,PAK,Home,4110,61
2018-01-18,NZL,PAK,Home,4114,4
1976-10-16,NZL,PAK,Away,88,30
1984-11-12,NZL,PAK,Away,330,76
1984-11-23,NZL,PAK,Away,331,29
1984-12-02,NZL,PAK,Away,332,30
1984-12-07,NZL,PAK,Away,334,28
1990-11-02,NZL,PAK,Away,694,35
1990-11-04,NZL,PAK,Away,695,76
1990-11-06,NZL,PAK,Away,696,30
1996-03-06,NZL,PAK,Away,1143,35
1996-12-04,NZL,PAK,Away,1214,43
1996-12-06,NZL,PAK,Away,1215,30
1996-12-08,NZL,PAK,Away,1216,44
2002-04-21,NZL,PAK,Away,1918,44
2002-04-24,NZL,PAK,Away,1919,72
2002-04-27,NZL,PAK,Away,1920,35
2003-11-29,NZL,PAK,Away,2159,35
2003-12-01,NZL,PAK,Away,2161,35
2003-12-03,NZL,PAK,Away,2162,29
2003-12-05,NZL,PAK,Away,2163,72
2003-12-07,NZL,PAK,Away,2164,72
1983-06-11,NZL,PAK,Neutral,256,19
1983-06-20,NZL,PAK,Neutral,272,60
1986-04-07,NZL,PAK,Neutral,435,56
1986-04-15,NZL,PAK,Neutral,439,156
1990-05-01,NZL,PAK,Neutral,687,156
1994-04-20,NZL,PAK,Neutral,973,156
1994-12-13,NZL,PAK,Neutral,1029,57
1994-12-19,NZL,PAK,Neutral,1033,107
1996-11-10,NZL,PAK,Neutral,1209,156
1996-11-13,NZL,PAK,Neutral,1212,156
1996-11-15,NZL,PAK,Neutral,1213,156
1997-05-09,NZL,PAK,Neutral,1276,74
1999-05-28,NZL,PAK,Neutral,1549,112
1999-06-16,NZL,PAK,Neutral,1565,47
2000-08-20,NZL,PAK,Neutral,1713,128
2000-10-11,NZL,PAK,Neutral,1727,170
2001-04-12,NZL,PAK,Neutral,1797,156
2001-04-15,NZL,PAK,Neutral,1799,156
2002-04-11,NZL,PAK,Neutral,1913,156
2003-05-11,NZL,PAK,Neutral,2098,169
2003-05-20,NZL,PAK,Neutral,2104,169
2003-05-23,NZL,PAK,Neutral,2106,169
2006-10-25,NZL,PAK,Neutral,2540,74
2009-10-03,NZL,PAK,Neutral,3033,66
2009-11-03,NZL,PAK,Neutral,3047,192
2009-11-06,NZL,PAK,Neutral,3051,192
2009-11-09,NZL,PAK,Neutral,3054,192
2011-03-08,NZL,PAK,Neutral,3258,215
2014-12-08,NZL,PAK,Neutral,3713,209
2014-12-12,NZL,PAK,Neutral,3715,156
2014-12-14,NZL,PAK,Neutral,3717,156
2014-12-17,NZL,PAK,Neutral,3719,192
2014-12-19,NZL,PAK,Neutral,3720,192
2018-11-07,NZL,PAK,Neutral,4223,192
2018-11-09,NZL,PAK,Neutral,4225,192
2018-11-11,NZL,PAK,Neutral,4227,209
2019-06-26,NZL,PAK,Neutral,4337,19
2015-02-17,NZL,SCO,Home,3753,205
1999-05-31,NZL,SCO,Away,1555,153
2008-07-03,NZL,SCO,Away,2843,207
1992-02-29,NZL,SAF,Home,784,18
1995-02-23,NZL,SAF,Home,1045,37
1999-02-14,NZL,SAF,Home,1488,11
1999-02-17,NZL,SAF,Home,1489,37
1999-02-20,NZL,SAF,Home,1490,18
1999-03-25,NZL,SAF,Home,1491,41
1999-03-26,NZL,SAF,Home,1492,41
1999-03-27,NZL,SAF,Home,1493,18
2004-02-13,NZL,SAF,Home,2189,18
2004-02-17,NZL,SAF,Home,2190,37
2004-02-20,NZL,SAF,Home,2191,165
2004-02-25,NZL,SAF,Home,2194,11
2004-03-02,NZL,SAF,Home,2199,41
2012-02-25,NZL,SAF,Home,3385,165
2012-02-29,NZL,SAF,Home,3388,41
2012-03-03,NZL,SAF,Home,3390,18
2014-10-21,NZL,SAF,Home,3685,230
2014-10-24,NZL,SAF,Home,3686,230
2017-02-19,NZL,SAF,Home,3992,61
2017-02-22,NZL,SAF,Home,3995,228
2017-02-25,NZL,SAF,Home,3997,165
2017-03-01,NZL,SAF,Home,3999,61
2017-03-04,NZL,SAF,Home,4002,18
1994-12-06,NZL,SAF,Away,1025,45
1994-12-11,NZL,SAF,Away,1028,75
2000-10-22,NZL,SAF,Away,1738,166
2000-10-28,NZL,SAF,Away,1740,130
2000-11-04,NZL,SAF,Away,1742,45
2005-10-23,NZL,SAF,Away,2383,80
2005-10-28,NZL,SAF,Away,2386,45
2005-10-30,NZL,SAF,Away,2387,57
2005-11-06,NZL,SAF,Away,2391,75
2007-11-25,NZL,SAF,Away,2759,34
2007-11-30,NZL,SAF,Away,2761,57
2007-12-02,NZL,SAF,Away,2763,45
2009-09-24,NZL,SAF,Away,3022,75
2013-01-19,NZL,SAF,Away,3464,106
2013-01-22,NZL,SAF,Away,3466,130
2013-01-25,NZL,SAF,Away,3469,150
2015-08-19,NZL,SAF,Away,3826,75
2015-08-23,NZL,SAF,Away,3827,150
2015-08-26,NZL,SAF,Away,3828,34
1993-12-18,NZL,SAF,Neutral,928,5
1994-01-14,NZL,SAF,Neutral,932,65
1996-02-20,NZL,SAF,Neutral,1120,29
1997-12-06,NZL,SAF,Neutral,1329,1
1997-12-11,NZL,SAF,Neutral,1332,5
1998-01-09,NZL,SAF,Neutral,1334,68
1998-01-16,NZL,SAF,Neutral,1337,65
1999-06-10,NZL,SAF,Neutral,1561,19
2000-08-25,NZL,SAF,Neutral,1715,128
2002-01-15,NZL,SAF,Neutral,1870,5
2002-01-19,NZL,SAF,Neutral,1872,68
2002-01-27,NZL,SAF,Neutral,1882,1
2002-02-01,NZL,SAF,Neutral,1886,65
2002-02-06,NZL,SAF,Neutral,1889,42
2006-10-16,NZL,SAF,Neutral,2534,7
2007-04-14,NZL,SAF,Neutral,2678,168
2011-03-25,NZL,SAF,Neutral,3279,198
2019-06-19,NZL,SAF,Neutral,4328,19
1983-03-02,NZL,SRL,Home,240,11
1983-03-19,NZL,SRL,Home,241,41
1983-03-20,NZL,SRL,Home,242,18
1991-01-26,NZL,SRL,Home,726,41
1991-01-28,NZL,SRL,Home,700,18
1991-02-06,NZL,SRL,Home,728,11
1992-02-25,NZL,SRL,Home,779,61
1995-03-26,NZL,SRL,Home,1055,37
1995-04-01,NZL,SRL,Home,1057,18
1997-03-25,NZL,SRL,Home,1255,37
1997-03-27,NZL,SRL,Home,1256,4
2001-01-31,NZL,SRL,Home,1774,41
2001-02-03,NZL,SRL,Home,1775,165
2001-02-06,NZL,SRL,Home,1776,18
2001-02-11,NZL,SRL,Home,1778,37
2004-12-26,NZL,SRL,Home,2299,18
2005-12-31,NZL,SRL,Home,2408,178
2006-01-03,NZL,SRL,Home,2409,37
2006-01-06,NZL,SRL,Home,2410,165
2006-01-08,NZL,SRL,Home,2411,41
2006-12-28,NZL,SRL,Home,2574,41
2006-12-31,NZL,SRL,Home,2575,178
2007-01-06,NZL,SRL,Home,2577,18
2015-01-11,NZL,SRL,Home,3723,228
2015-01-15,NZL,SRL,Home,3726,61
2015-01-20,NZL,SRL,Home,3734,227
2015-01-23,NZL,SRL,Home,3737,205
2015-01-25,NZL,SRL,Home,3739,205
2015-01-28,NZL,SRL,Home,3743,165
2015-02-14,NZL,SRL,Home,3748,228
2015-12-26,NZL,SRL,Home,3865,228
2015-12-28,NZL,SRL,Home,3866,228
2015-12-31,NZL,SRL,Home,3868,227
2016-01-05,NZL,SRL,Home,3872,230
2019-01-03,NZL,SRL,Home,4231,230
2019-01-05,NZL,SRL,Home,4232,230
2019-01-08,NZL,SRL,Home,4233,227
1984-03-03,NZL,SRL,Away,310,56
1984-03-31,NZL,SRL,Away,311,62
1984-04-01,NZL,SRL,Away,312,49
1984-11-03,NZL,SRL,Away,328,49
1984-11-04,NZL,SRL,Away,329,62
1986-04-05,NZL,SRL,Away,433,33
1992-12-04,NZL,SRL,Away,842,33
1992-12-12,NZL,SRL,Away,843,49
1992-12-13,NZL,SRL,Away,844,33
1998-06-21,NZL,SRL,Away,1413,33
1998-07-05,NZL,SRL,Away,1420,56
2001-07-25,NZL,SRL,Away,1823,33
2001-07-31,NZL,SRL,Away,1826,56
2003-05-13,NZL,SRL,Away,2099,169
2003-05-19,NZL,SRL,Away,2103,169
2009-09-08,NZL,SRL,Away,3011,33
2010-08-13,NZL,SRL,Away,3162,169
2011-03-29,NZL,SRL,Away,3281,33
2013-11-10,NZL,SRL,Away,3576,217
2013-11-16,NZL,SRL,Away,3579,169
1979-06-09,NZL,SRL,Neutral,110,60
1983-06-13,NZL,SRL,Neutral,260,149
1983-06-18,NZL,SRL,Neutral,268,112
1985-02-23,NZL,SRL,Neutral,364,42
1988-01-05,NZL,SRL,Neutral,548,58
1988-01-09,NZL,SRL,Neutral,550,1
1988-01-12,NZL,SRL,Neutral,552,5
1988-01-16,NZL,SRL,Neutral,554,68
1988-03-29,NZL,SRL,Neutral,573,156
1988-03-31,NZL,SRL,Neutral,574,156
1994-04-18,NZL,SRL,Neutral,971,156
1994-12-08,NZL,SRL,Neutral,1026,80
1994-12-18,NZL,SRL,Neutral,1032,107
1996-11-07,NZL,SRL,Neutral,1207,156
1996-11-11,NZL,SRL,Neutral,1210,156
1997-05-20,NZL,SRL,Neutral,1280,36
1998-10-26,NZL,SRL,Neutral,1437,15
2001-04-10,NZL,SRL,Neutral,1795,156
2001-04-17,NZL,SRL,Neutral,1800,156
2002-04-09,NZL,SRL,Neutral,1911,156
2002-04-14,NZL,SRL,Neutral,1915,156
2003-02-10,NZL,SRL,Neutral,2029,80
2006-10-20,NZL,SRL,Neutral,2537,7
2007-04-12,NZL,SRL,Neutral,2676,168
2007-04-24,NZL,SRL,Neutral,2686,53
2009-09-27,NZL,SRL,Neutral,3026,66
2011-03-18,NZL,SRL,Neutral,3272,67
2013-06-09,NZL,SRL,Neutral,3508,158
2019-06-01,NZL,SRL,Neutral,4305,158
1980-02-06,NZL,WIN,Home,138,37
1987-03-18,NZL,WIN,Home,494,11
1987-03-21,NZL,WIN,Home,497,18
1987-03-28,NZL,WIN,Home,496,37
1992-03-08,NZL,WIN,Home,795,18
1995-01-25,NZL,WIN,Home,1038,4
1995-01-28,NZL,WIN,Home,1039,37
2000-01-04,NZL,WIN,Home,1620,146
2000-01-06,NZL,WIN,Home,1621,41
2000-01-08,NZL,WIN,Home,1622,165
2000-01-11,NZL,WIN,Home,1623,37
2006-02-18,NZL,WIN,Home,2431,165
2006-02-22,NZL,WIN,Home,2434,178
2006-02-25,NZL,WIN,Home,2436,37
2006-03-01,NZL,WIN,Home,2441,41
2006-03-04,NZL,WIN,Home,2445,18
2009-01-07,NZL,WIN,Home,2910,165
2009-01-10,NZL,WIN,Home,2911,18
2013-12-26,NZL,WIN,Home,3593,18
2014-01-01,NZL,WIN,Home,3596,178
2014-01-07,NZL,WIN,Home,3598,61
2015-03-21,NZL,WIN,Home,3793,165
2017-12-20,NZL,WIN,Home,4100,219
2017-12-23,NZL,WIN,Home,4101,228
1985-03-20,NZL,WIN,Away,374,52
1985-03-27,NZL,WIN,Away,375,51
1985-04-14,NZL,WIN,Away,376,102
1985-04-17,NZL,WIN,Away,377,51
1985-04-23,NZL,WIN,Away,378,32
1996-03-26,NZL,WIN,Away,1150,53
1996-03-29,NZL,WIN,Away,1151,51
1996-03-30,NZL,WIN,Away,1152,51
1996-04-03,NZL,WIN,Away,1153,6
1996-04-06,NZL,WIN,Away,1154,78
2002-06-08,NZL,WIN,Away,1927,176
2002-06-09,NZL,WIN,Away,1928,176
2002-06-16,NZL,WIN,Away,1932,78
2007-03-29,NZL,WIN,Away,2664,201
2012-07-07,NZL,WIN,Away,3424,53
2012-07-11,NZL,WIN,Away,3427,193
2012-07-14,NZL,WIN,Away,3429,193
2012-07-16,NZL,WIN,Away,3430,193
1975-06-18,NZL,WIN,Neutral,80,59
1979-06-16,NZL,WIN,Neutral,118,60
1985-03-09,NZL,WIN,Neutral,372,58
1994-10-26,NZL,WIN,Neutral,1008,120
1994-11-01,NZL,WIN,Neutral,1011,138
1999-05-24,NZL,WIN,Neutral,1543,114
2003-02-13,NZL,WIN,Neutral,2035,57
2004-06-26,NZL,WIN,Neutral,2229,19
2004-07-02,NZL,WIN,Neutral,2233,158
2004-07-10,NZL,WIN,Neutral,2237,40
2019-06-22,NZL,WIN,Neutral,4333,47
1996-01-28,NZL,ZIM,Home,1110,18
1996-01-31,NZL,ZIM,Home,1111,4
1996-02-03,NZL,ZIM,Home,1112,41
1998-02-04,NZL,ZIM,Home,1362,61
1998-02-06,NZL,ZIM,Home,1363,4
1998-03-04,NZL,ZIM,Home,1364,37
1998-03-06,NZL,ZIM,Home,1365,41
1998-03-08,NZL,ZIM,Home,1366,18
2001-01-02,NZL,ZIM,Home,1757,146
2001-01-04,NZL,ZIM,Home,1758,165
2001-01-07,NZL,ZIM,Home,1759,18
2012-02-03,NZL,ZIM,Home,3366,205
2012-02-06,NZL,ZIM,Home,3368,219
2012-02-09,NZL,ZIM,Home,3370,41
1992-10-31,NZL,ZIM,Away,826,9
1992-11-08,NZL,ZIM,Away,827,26
1997-10-01,NZL,ZIM,Away,1309,73
1997-10-04,NZL,ZIM,Away,1310,26
1997-10-05,NZL,ZIM,Away,1311,26
2000-09-27,NZL,ZIM,Away,1717,26
2000-09-30,NZL,ZIM,Away,1718,73
2000-10-01,NZL,ZIM,Away,1719,73
2005-08-24,NZL,ZIM,Away,2370,73
2005-08-31,NZL,ZIM,Away,2373,26
2011-10-20,NZL,ZIM,Away,3340,26
2011-10-22,NZL,ZIM,Away,3342,26
2011-10-25,NZL,ZIM,Away,3345,73
2015-08-02,NZL,ZIM,Away,3823,26
2015-08-04,NZL,ZIM,Away,3824,26
2015-08-07,NZL,ZIM,Away,3825,26
1987-10-10,NZL,ZIM,Neutral,512,36
1987-10-23,NZL,ZIM,Neutral,524,17
1998-10-24,NZL,ZIM,Neutral,1435,15
1999-06-06,NZL,ZIM,Neutral,1558,27
2000-10-09,NZL,ZIM,Neutral,1725,170
2003-03-08,NZL,ZIM,Neutral,2072,80
2011-03-04,NZL,ZIM,Neutral,3252,24
2006-06-27,PAK,SCO,Away,2489,153
2013-05-17,PAK,SCO,Away,3497,153
1999-05-20,PAK,SCO,Neutral,1536,154
1994-10-16,PAK,SAF,Home,994,44
1994-10-20,PAK,SAF,Home,996,72
1994-10-28,PAK,SAF,Home,1000,29
1996-02-29,PAK,SAF,Home,1134,44
1997-11-02,PAK,SAF,Home,1321,35
2003-10-03,PAK,SAF,Home,2135,35
2003-10-05,PAK,SAF,Home,2136,35
2003-10-10,PAK,SAF,Home,2138,72
2003-10-12,PAK,SAF,Home,2139,72
2007-10-18,PAK,SAF,Home,2744,35
2007-10-20,PAK,SAF,Home,2746,35
2007-10-23,PAK,SAF,Home,2748,29
2007-10-26,PAK,SAF,Home,2750,175
2007-10-29,PAK,SAF,Home,2753,35
1993-02-09,PAK,SAF,Away,865,34
1993-02-21,PAK,SAF,Away,871,75
1994-12-10,PAK,SAF,Away,1027,66
1994-12-17,PAK,SAF,Away,1031,34
1995-01-10,PAK,SAF,Away,1035,45
1995-01-12,PAK,SAF,Away,1036,66
1998-04-03,PAK,SAF,Away,1385,34
1998-04-11,PAK,SAF,Away,1389,107
1998-04-17,PAK,SAF,Away,1392,75
1998-04-23,PAK,SAF,Away,1394,45
2002-12-08,PAK,SAF,Away,1999,34
2002-12-11,PAK,SAF,Away,2001,57
2002-12-13,PAK,SAF,Away,2003,107
2002-12-16,PAK,SAF,Away,2007,106
2002-12-18,PAK,SAF,Away,2009,45
2007-02-04,PAK,SAF,Away,2613,75
2007-02-07,PAK,SAF,Away,2620,34
2007-02-11,PAK,SAF,Away,2628,45
2007-02-14,PAK,SAF,Away,2630,66
2013-03-10,PAK,SAF,Away,3484,80
2013-03-17,PAK,SAF,Away,3488,66
2013-03-21,PAK,SAF,Away,3489,34
2013-03-24,PAK,SAF,Away,3491,166
2013-11-24,PAK,SAF,Away,3582,45
2013-11-27,PAK,SAF,Away,3584,57
2013-11-30,PAK,SAF,Away,3585,75
2019-01-19,PAK,SAF,Away,4237,57
2019-01-22,PAK,SAF,Away,4238,34
2019-01-27,PAK,SAF,Away,4244,66
2019-01-30,PAK,SAF,Away,4247,45
1996-04-13,PAK,SAF,Neutral,1161,156
1996-04-16,PAK,SAF,Neutral,1164,156
1996-09-29,PAK,SAF,Neutral,1188,170
1996-10-06,PAK,SAF,Neutral,1193,170
1999-06-05,PAK,SAF,Neutral,1557,60
2000-03-24,PAK,SAF,Neutral,1670,156
2000-03-28,PAK,SAF,Neutral,1673,156
2000-03-31,PAK,SAF,Neutral,1674,156
2000-07-08,PAK,SAF,Neutral,1696,33
2000-07-12,PAK,SAF,Neutral,1699,56
2000-08-23,PAK,SAF,Neutral,1714,128
2002-08-12,PAK,SAF,Neutral,1947,177
2002-08-18,PAK,SAF,Neutral,1950,177
2006-10-27,PAK,SAF,Neutral,2542,74
2010-10-29,PAK,SAF,Neutral,3196,192
2010-10-31,PAK,SAF,Neutral,3197,192
2010-11-02,PAK,SAF,Neutral,3198,209
2010-11-05,PAK,SAF,Neutral,3201,209
2010-11-08,PAK,SAF,Neutral,3203,209
2013-06-10,PAK,SAF,Neutral,3509,19
2013-10-30,PAK,SAF,Neutral,3569,156
2013-11-01,PAK,SAF,Neutral,3571,209
2013-11-06,PAK,SAF,Neutral,3574,192
2013-11-08,PAK,SAF,Neutral,3575,192
2013-11-11,PAK,SAF,Neutral,3577,156
2019-06-23,PAK,SAF,Neutral,4334,40
1982-03-12,PAK,SRL,Home,199,44
1982-03-31,PAK,SRL,Home,201,44
1985-10-13,PAK,SRL,Home,389,76
1985-10-23,PAK,SRL,Home,390,43
1985-10-25,PAK,SRL,Home,391,35
1985-11-03,PAK,SRL,Home,392,46
1987-10-08,PAK,SRL,Home,509,46
1987-10-25,PAK,SRL,Home,525,29
1992-01-10,PAK,SRL,Home,767,155
1992-01-13,PAK,SRL,Home,768,44
1992-01-15,PAK,SRL,Home,769,46
1992-01-17,PAK,SRL,Home,770,28
1992-01-19,PAK,SRL,Home,771,72
1995-09-29,PAK,SRL,Home,1068,43
1995-10-01,PAK,SRL,Home,1069,29
1995-10-03,PAK,SRL,Home,1070,72
1997-11-05,PAK,SRL,Home,1324,35
2000-02-13,PAK,SRL,Home,1649,44
2000-02-16,PAK,SRL,Home,1650,43
2000-02-19,PAK,SRL,Home,1651,35
2004-10-06,PAK,SRL,Home,2281,44
2004-10-14,PAK,SRL,Home,2284,35
2004-10-16,PAK,SRL,Home,2285,35
2008-06-29,PAK,SRL,Home,2835,44
2009-01-20,PAK,SRL,Home,2920,44
2009-01-21,PAK,SRL,Home,2922,44
2009-01-24,PAK,SRL,Home,2925,35
2019-09-30,PAK,SRL,Home,4375,44
2019-10-02,PAK,SRL,Home,4376,44
1986-03-02,PAK,SRL,Away,422,2
1986-03-30,PAK,SRL,Away,430,49
1986-04-06,PAK,SRL,Away,434,56
1994-08-06,PAK,SRL,Away,978,33
1994-08-07,PAK,SRL,Away,979,56
1994-08-22,PAK,SRL,Away,980,56
1994-08-24,PAK,SRL,Away,981,33
1994-09-11,PAK,SRL,Away,988,56
1997-07-14,PAK,SRL,Away,1288,33
2000-07-05,PAK,SRL,Away,1694,79
2000-07-09,PAK,SRL,Away,1697,33
2002-09-12,PAK,SRL,Away,1960,33
2003-05-10,PAK,SRL,Away,2097,169
2003-05-18,PAK,SRL,Away,2101,169
2004-07-21,PAK,SRL,Away,2245,33
2006-03-19,PAK,SRL,Away,2452,33
2006-03-22,PAK,SRL,Away,2454,56
2009-07-30,PAK,SRL,Away,2988,169
2009-07-31,PAK,SRL,Away,2990,169
2009-08-03,PAK,SRL,Away,2991,169
2009-08-07,PAK,SRL,Away,2992,33
2009-08-09,PAK,SRL,Away,2993,33
2010-06-15,PAK,SRL,Away,3122,169
2011-02-26,PAK,SRL,Away,3244,33
2012-06-09,PAK,SRL,Away,3409,215
2012-06-16,PAK,SRL,Away,3411,33
2012-06-18,PAK,SRL,Away,3413,33
2014-08-26,PAK,SRL,Away,3662,217
2015-07-11,PAK,SRL,Away,3814,169
2015-07-15,PAK,SRL,Away,3819,215
2015-07-19,PAK,SRL,Away,3820,33
2015-07-22,PAK,SRL,Away,3821,33
2015-07-26,PAK,SRL,Away,3822,217
1975-06-14,PAK,SRL,Neutral,78,60
1983-06-09,PAK,SRL,Neutral,252,161
1983-06-16,PAK,SRL,Neutral,265,27
1984-04-06,PAK,SRL,Neutral,315,156
1986-12-02,PAK,SRL,Neutral,459,156
1988-10-27,PAK,SRL,Neutral,588,15
1989-03-23,PAK,SRL,Neutral,625,156
1989-03-24,PAK,SRL,Neutral,626,156
1989-10-27,PAK,SRL,Neutral,645,70
1989-12-31,PAK,SRL,Neutral,656,65
1990-02-10,PAK,SRL,Neutral,659,68
1990-02-15,PAK,SRL,Neutral,662,5
1990-02-17,PAK,SRL,Neutral,663,1
1990-04-29,PAK,SRL,Neutral,685,156
1990-12-20,PAK,SRL,Neutral,720,156
1990-12-21,PAK,SRL,Neutral,721,156
1992-03-15,PAK,SRL,Neutral,807,65
1993-02-02,PAK,SRL,Neutral,862,156
1993-02-04,PAK,SRL,Neutral,864,156
1993-10-30,PAK,SRL,Neutral,902,156
1993-11-02,PAK,SRL,Neutral,904,156
1994-12-02,PAK,SRL,Neutral,1023,34
1994-12-04,PAK,SRL,Neutral,1024,75
1995-04-11,PAK,SRL,Neutral,1063,156
1995-10-12,PAK,SRL,Neutral,1072,156
1995-10-17,PAK,SRL,Neutral,1076,156
1996-04-02,PAK,SRL,Neutral,1156,147
1996-04-07,PAK,SRL,Neutral,1159,147
1996-10-04,PAK,SRL,Neutral,1192,170
1996-11-08,PAK,SRL,Neutral,1208,156
1996-11-12,PAK,SRL,Neutral,1211,156
1997-04-04,PAK,SRL,Neutral,1265,156
1997-04-07,PAK,SRL,Neutral,1267,156
1997-04-11,PAK,SRL,Neutral,1270,156
1997-05-12,PAK,SRL,Neutral,1277,108
1997-05-24,PAK,SRL,Neutral,1282,74
1997-05-27,PAK,SRL,Neutral,1283,17
1998-04-07,PAK,SRL,Neutral,1387,130
1998-04-09,PAK,SRL,Neutral,1388,106
1998-04-15,PAK,SRL,Neutral,1391,166
1999-03-19,PAK,SRL,Neutral,1504,129
1999-03-27,PAK,SRL,Neutral,1507,124
1999-10-15,PAK,SRL,Neutral,1601,156
1999-10-18,PAK,SRL,Neutral,1603,156
1999-10-22,PAK,SRL,Neutral,1605,156
2000-06-05,PAK,SRL,Neutral,1692,15
2000-06-07,PAK,SRL,Neutral,1693,15
2000-10-08,PAK,SRL,Neutral,1724,170
2001-04-08,PAK,SRL,Neutral,1794,156
2001-04-13,PAK,SRL,Neutral,1798,156
2001-04-20,PAK,SRL,Neutral,1801,156
2001-10-27,PAK,SRL,Neutral,1852,156
2001-11-02,PAK,SRL,Neutral,1856,156
2001-11-04,PAK,SRL,Neutral,1857,156
2002-04-08,PAK,SRL,Neutral,1910,156
2002-04-12,PAK,SRL,Neutral,1914,156
2002-04-17,PAK,SRL,Neutral,1917,156
2002-08-14,PAK,SRL,Neutral,1948,177
2002-08-17,PAK,SRL,Neutral,1949,177
2003-04-04,PAK,SRL,Neutral,2083,156
2006-10-17,PAK,SRL,Neutral,2535,54
2007-05-18,PAK,SRL,Neutral,2692,192
2007-05-20,PAK,SRL,Neutral,2693,192
2007-05-22,PAK,SRL,Neutral,2694,192
2011-11-11,PAK,SRL,Neutral,3348,209
2011-11-14,PAK,SRL,Neutral,3349,209
2011-11-18,PAK,SRL,Neutral,3350,209
2011-11-20,PAK,SRL,Neutral,3351,156
2011-11-23,PAK,SRL,Neutral,3352,192
2012-03-15,PAK,SRL,Neutral,3396,198
2013-12-18,PAK,SRL,Neutral,3589,156
2013-12-20,PAK,SRL,Neutral,3590,209
2013-12-22,PAK,SRL,Neutral,3591,156
2013-12-25,PAK,SRL,Neutral,3592,192
2013-12-27,PAK,SRL,Neutral,3594,192
2014-02-25,PAK,SRL,Neutral,3618,190
2014-03-08,PAK,SRL,Neutral,3631,198
2017-06-12,PAK,SRL,Neutral,4044,158
2017-10-13,PAK,SRL,Neutral,4079,209
2017-10-16,PAK,SRL,Neutral,4081,192
2017-10-18,PAK,SRL,Neutral,4082,192
2017-10-20,PAK,SRL,Neutral,4084,156
2017-10-23,PAK,SRL,Neutral,4087,156
1980-11-21,PAK,WIN,Home,143,44
1980-12-05,PAK,WIN,Home,144,30
1980-12-19,PAK,WIN,Home,145,35
1985-11-27,PAK,WIN,Home,396,43
1985-11-29,PAK,WIN,Home,397,35
1985-12-02,PAK,WIN,Home,398,76
1985-12-04,PAK,WIN,Home,399,50
1985-12-06,PAK,WIN,Home,400,44
1986-10-17,PAK,WIN,Home,451,76
1986-11-14,PAK,WIN,Home,453,30
1986-11-17,PAK,WIN,Home,454,28
1986-11-18,PAK,WIN,Home,455,46
1987-10-16,PAK,WIN,Home,517,35
1987-10-30,PAK,WIN,Home,531,44
1990-11-09,PAK,WIN,Home,697,44
1990-11-11,PAK,WIN,Home,698,35
1990-11-13,PAK,WIN,Home,699,28
1991-11-20,PAK,WIN,Home,750,44
1991-11-22,PAK,WIN,Home,751,35
1991-11-24,PAK,WIN,Home,752,29
1997-11-04,PAK,WIN,Home,1323,35
2006-12-07,PAK,WIN,Home,2566,29
2006-12-13,PAK,WIN,Home,2570,175
2006-12-16,PAK,WIN,Home,2572,44
1977-03-16,PAK,WIN,Away,89,102
1988-03-12,PAK,WIN,Away,566,53
