Date,Team_1,Team_2,Venue,MatchCode,GroundCode
1991-10-25,IND,PAK,Neutral,746,156
1992-03-04,IND,PAK,Neutral,790,58
1994-04-15,IND,PAK,Neutral,968,156
1994-04-22,IND,PAK,Neutral,974,156
1995-04-07,IND,PAK,Neutral,1060,156
1996-04-12,IND,PAK,Neutral,1160,156
1996-09-16,IND,PAK,Neutral,1182,117
1996-09-17,IND,PAK,Neutral,1183,117
1996-09-18,IND,PAK,Neutral,1184,117
1996-09-21,IND,PAK,Neutral,1185,117
1996-09-23,IND,PAK,Neutral,1186,117
1997-09-14,IND,PAK,Neutral,1301,117
1997-09-18,IND,PAK,Neutral,1303,117
1997-09-20,IND,PAK,Neutral,1304,117
1997-12-14,IND,PAK,Neutral,1346,156
1998-01-11,IND,PAK,Neutral,1354,15
1998-01-14,IND,PAK,Neutral,1356,15
1998-01-16,IND,PAK,Neutral,1357,15
1998-01-18,IND,PAK,Neutral,1358,15
1998-09-12,IND,PAK,Neutral,1427,117
1998-09-13,IND,PAK,Neutral,1426,117
1998-09-16,IND,PAK,Neutral,1429,117
1998-09-19,IND,PAK,Neutral,1430,117
1998-09-20,IND,PAK,Neutral,1431,117
1999-04-08,IND,PAK,Neutral,1512,156
1999-04-13,IND,PAK,Neutral,1516,156
1999-04-16,IND,PAK,Neutral,1517,156
1999-06-08,IND,PAK,Neutral,1559,47
2000-01-10,IND,PAK,Neutral,1626,68
2000-01-21,IND,PAK,Neutral,1631,5
2000-01-25,IND,PAK,Neutral,1633,1
2000-01-28,IND,PAK,Neutral,1635,65
2000-03-23,IND,PAK,Neutral,1669,156
2000-03-26,IND,PAK,Neutral,1671,156
2000-06-03,IND,PAK,Neutral,1691,15
2003-03-01,IND,PAK,Neutral,2063,75
2004-07-24,IND,PAK,Neutral,2247,33
2004-09-19,IND,PAK,Neutral,2275,19
2006-04-18,IND,PAK,Neutral,2464,192
2006-04-19,IND,PAK,Neutral,2465,192
2008-06-10,IND,PAK,Neutral,2817,198
2008-06-14,IND,PAK,Neutral,2819,198
2009-09-26,IND,PAK,Neutral,3025,75
2010-06-19,IND,PAK,Neutral,3126,169
2012-03-18,IND,PAK,Neutral,3399,198
2014-03-01,IND,PAK,Neutral,3624,198
2015-02-15,IND,PAK,Neutral,3751,1
2017-06-18,IND,PAK,Neutral,4050,59
2018-09-19,IND,PAK,Neutral,4197,209
2018-09-23,IND,PAK,Neutral,4201,209
1991-11-10,IND,SAF,Home,747,17
1991-11-12,IND,SAF,Home,43,108
1991-11-14,IND,SAF,Home,749,126
1993-11-22,IND,SAF,Home,916,74
1993-11-24,IND,SAF,Home,917,17
1996-10-17,IND,SAF,Home,1194,36
1996-10-23,IND,SAF,Home,1197,54
1996-10-29,IND,SAF,Home,1200,136
1996-11-06,IND,SAF,Home,1203,67
1996-12-14,IND,SAF,Home,1231,67
2000-03-09,IND,SAF,Home,1662,127
2000-03-12,IND,SAF,Home,1664,129
2000-03-15,IND,SAF,Home,1665,137
2000-03-17,IND,SAF,Home,1666,125
2000-03-19,IND,SAF,Home,1667,64
2005-11-16,IND,SAF,Home,2395,186
2005-11-19,IND,SAF,Home,2396,31
2005-11-25,IND,SAF,Home,2398,17
2005-11-28,IND,SAF,Home,2399,67
2010-02-21,IND,SAF,Home,3091,54
2010-02-24,IND,SAF,Home,3092,108
2010-02-27,IND,SAF,Home,3093,24
2011-03-12,IND,SAF,Home,3263,208
2015-10-11,IND,SAF,Home,3841,23
2015-10-14,IND,SAF,Home,3844,191
2015-10-18,IND,SAF,Home,3845,222
2015-10-22,IND,SAF,Home,3848,12
2015-10-25,IND,SAF,Home,3851,67
1992-12-07,IND,SAF,Away,845,45
1992-12-09,IND,SAF,Away,846,57
1992-12-11,IND,SAF,Away,847,75
1992-12-13,IND,SAF,Away,848,66
1992-12-15,IND,SAF,Away,849,80
1992-12-17,IND,SAF,Away,850,34
1992-12-19,IND,SAF,Away,851,107
1997-01-23,IND,SAF,Away,1236,80
1997-02-02,IND,SAF,Away,1241,57
1997-02-04,IND,SAF,Away,1242,107
1997-02-12,IND,SAF,Away,1245,34
2001-10-05,IND,SAF,Away,1837,66
2001-10-10,IND,SAF,Away,1842,75
2001-10-19,IND,SAF,Away,1847,107
2001-10-26,IND,SAF,Away,1850,34
2006-11-22,IND,SAF,Away,2552,34
2006-11-26,IND,SAF,Away,2553,45
2006-11-29,IND,SAF,Away,2557,57
2006-12-03,IND,SAF,Away,2563,75
2011-01-12,IND,SAF,Away,3214,34
2011-01-15,IND,SAF,Away,3215,66
2011-01-18,IND,SAF,Away,3217,45
2013-12-05,IND,SAF,Away,3586,66
2013-12-08,IND,SAF,Away,3587,34
2018-02-01,IND,SAF,Away,4126,34
2018-02-04,IND,SAF,Away,4127,75
2018-02-07,IND,SAF,Away,4128,45
2018-02-13,IND,SAF,Away,4133,57
2018-02-16,IND,SAF,Away,4135,75
1992-03-15,IND,SAF,Neutral,806,1
1995-02-18,IND,SAF,Neutral,1042,61
1996-04-14,IND,SAF,Neutral,1162,156
1996-04-17,IND,SAF,Neutral,1165,156
1996-04-19,IND,SAF,Neutral,1166,156
1999-05-15,IND,SAF,Neutral,1527,142
1999-09-26,IND,SAF,Neutral,1590,170
1999-10-03,IND,SAF,Neutral,1595,170
2000-03-27,IND,SAF,Neutral,1672,156
2000-10-13,IND,SAF,Neutral,1728,170
2002-09-25,IND,SAF,Neutral,1972,33
2003-04-13,IND,SAF,Neutral,2090,15
2003-04-18,IND,SAF,Neutral,2094,15
2007-06-26,IND,SAF,Neutral,2700,194
2007-06-29,IND,SAF,Neutral,2701,194
2007-07-01,IND,SAF,Neutral,2703,194
2013-06-06,IND,SAF,Neutral,3505,158
2015-02-22,IND,SAF,Neutral,3760,42
2017-06-11,IND,SAF,Neutral,4042,59
2019-06-05,IND,SAF,Neutral,4310,184
1982-09-12,IND,SRL,Home,206,121
1982-09-15,IND,SRL,Home,207,22
1982-09-26,IND,SRL,Home,208,31
1986-12-24,IND,SRL,Home,462,23
1987-01-11,IND,SRL,Home,463,138
1987-01-13,IND,SRL,Home,464,22
1987-01-15,IND,SRL,Home,465,135
1987-01-17,IND,SRL,Home,466,67
1989-10-22,IND,SRL,Home,637,24
1990-12-01,IND,SRL,Home,717,64
1990-12-05,IND,SRL,Home,718,140
1990-12-08,IND,SRL,Home,719,120
1990-12-28,IND,SRL,Home,723,3
1991-01-04,IND,SRL,Home,725,17
1993-11-07,IND,SRL,Home,907,23
1994-02-15,IND,SRL,Home,941,136
1994-02-18,IND,SRL,Home,942,36
1996-03-02,IND,SRL,Home,1137,22
1996-03-13,IND,SRL,Home,1147,17
1997-05-17,IND,SRL,Home,1279,67
1997-12-22,IND,SRL,Home,1350,138
1997-12-28,IND,SRL,Home,1352,120
1999-03-22,IND,SRL,Home,1505,64
1999-03-30,IND,SRL,Home,1508,140
2005-10-25,IND,SRL,Home,2384,64
2005-10-28,IND,SRL,Home,2385,74
2005-10-31,IND,SRL,Home,2388,54
2005-11-03,IND,SRL,Home,2389,140
2005-11-06,IND,SRL,Home,2392,24
2005-11-09,IND,SRL,Home,2393,136
2005-11-12,IND,SRL,Home,2394,125
2007-02-11,IND,SRL,Home,2627,136
2007-02-14,IND,SRL,Home,2629,120
2007-02-17,IND,SRL,Home,2632,185
2009-12-15,IND,SRL,Home,3062,136
2009-12-18,IND,SRL,Home,3063,208
2009-12-21,IND,SRL,Home,3064,3
2009-12-24,IND,SRL,Home,3065,17
2011-04-02,IND,SRL,Home,3283,67
2014-11-02,IND,SRL,Home,3688,3
2014-11-06,IND,SRL,Home,3689,24
2014-11-09,IND,SRL,Home,3692,186
2014-11-13,IND,SRL,Home,3693,17
2014-11-16,IND,SRL,Home,3696,223
2017-12-10,IND,SRL,Home,4096,224
2017-12-13,IND,SRL,Home,4098,74
2017-12-17,IND,SRL,Home,4099,185
1985-08-25,IND,SRL,Away,386,56
1985-09-21,IND,SRL,Away,387,49
1993-07-25,IND,SRL,Away,894,33
1993-08-12,IND,SRL,Away,895,33
1993-08-14,IND,SRL,Away,896,62
1994-09-05,IND,SRL,Away,985,33
1994-09-17,IND,SRL,Away,991,56
1996-08-28,IND,SRL,Away,1172,33
1997-07-18,IND,SRL,Away,1290,33
1997-07-26,IND,SRL,Away,1295,33
1997-08-17,IND,SRL,Away,1296,33
1997-08-20,IND,SRL,Away,1297,33
1997-08-23,IND,SRL,Away,1298,56
1997-08-24,IND,SRL,Away,1299,56
1998-06-19,IND,SRL,Away,1412,33
1998-07-01,IND,SRL,Away,1418,56
1998-07-07,IND,SRL,Away,1421,33
1999-08-25,IND,SRL,Away,1570,33
1999-08-29,IND,SRL,Away,1573,56
2001-07-22,IND,SRL,Away,1822,33
2001-07-28,IND,SRL,Away,1825,33
2001-08-01,IND,SRL,Away,1827,56
2001-08-05,IND,SRL,Away,1829,33
2002-09-29,IND,SRL,Away,1974,33
2002-09-30,IND,SRL,Away,1975,33
2004-07-18,IND,SRL,Away,2243,169
2004-07-27,IND,SRL,Away,2248,33
2004-08-01,IND,SRL,Away,2250,33
2005-07-30,IND,SRL,Away,2360,169
2005-08-03,IND,SRL,Away,2363,169
2005-08-09,IND,SRL,Away,2366,33
2008-08-18,IND,SRL,Away,2857,169
2008-08-20,IND,SRL,Away,2860,169
2008-08-24,IND,SRL,Away,2865,33
2008-08-27,IND,SRL,Away,2871,33
2009-01-28,IND,SRL,Away,2928,169
2009-01-31,IND,SRL,Away,2932,33
2009-02-03,IND,SRL,Away,2935,33
2009-02-05,IND,SRL,Away,2937,33
2009-02-08,IND,SRL,Away,2940,33
2009-09-12,IND,SRL,Away,3014,33
2009-09-14,IND,SRL,Away,3016,33
2010-06-22,IND,SRL,Away,3132,169
2010-06-24,IND,SRL,Away,3130,169
2010-08-16,IND,SRL,Away,3163,169
2010-08-21,IND,SRL,Away,3169,169
2010-08-28,IND,SRL,Away,3171,169
2012-07-21,IND,SRL,Away,3431,217
2012-07-24,IND,SRL,Away,3432,217
2012-07-28,IND,SRL,Away,3433,33
2012-07-31,IND,SRL,Away,3434,33
2012-08-04,IND,SRL,Away,3435,215
2017-08-20,IND,SRL,Away,4061,169
2017-08-27,IND,SRL,Away,4063,215
2017-08-31,IND,SRL,Away,4064,33
2017-09-03,IND,SRL,Away,4065,33
1979-06-16,IND,SRL,Neutral,117,47
1984-04-08,IND,SRL,Neutral,316,156
1986-04-13,IND,SRL,Neutral,438,156
1986-11-27,IND,SRL,Neutral,456,156
1988-03-25,IND,SRL,Neutral,571,156
1988-10-29,IND,SRL,Neutral,590,15
1988-11-04,IND,SRL,Neutral,594,15
1990-04-25,IND,SRL,Neutral,681,156
1995-04-09,IND,SRL,Neutral,1062,156
1995-04-14,IND,SRL,Neutral,1064,156
1996-04-03,IND,SRL,Neutral,1157,147
1998-11-06,IND,SRL,Neutral,1443,156
1998-11-09,IND,SRL,Neutral,1446,156
1999-05-26,IND,SRL,Neutral,1546,113
2000-06-01,IND,SRL,Neutral,1689,15
2000-10-20,IND,SRL,Neutral,1730,156
2000-10-27,IND,SRL,Neutral,1735,156
2000-10-29,IND,SRL,Neutral,1736,156
2002-06-30,IND,SRL,Neutral,1936,59
2002-07-06,IND,SRL,Neutral,1939,19
2002-07-11,IND,SRL,Neutral,1942,149
2003-03-10,IND,SRL,Neutral,2073,66
2007-03-23,IND,SRL,Neutral,2657,51
2008-02-19,IND,SRL,Neutral,2793,1
2008-02-26,IND,SRL,Neutral,2798,5
2008-07-03,IND,SRL,Neutral,2844,44
2008-07-06,IND,SRL,Neutral,2847,44
2010-01-05,IND,SRL,Neutral,3068,198
2010-01-10,IND,SRL,Neutral,3071,198
2010-01-13,IND,SRL,Neutral,3073,198
2010-05-30,IND,SRL,Neutral,3113,73
2010-06-05,IND,SRL,Neutral,3118,26
2012-02-08,IND,SRL,Neutral,3369,65
2012-02-14,IND,SRL,Neutral,3375,1
2012-02-21,IND,SRL,Neutral,3382,68
2012-02-28,IND,SRL,Neutral,3387,5
2012-03-13,IND,SRL,Neutral,3395,198
2013-06-20,IND,SRL,Neutral,3518,158
2013-07-02,IND,SRL,Neutral,3524,53
2013-07-09,IND,SRL,Neutral,3529,51
2013-07-11,IND,SRL,Neutral,3530,51
2014-02-28,IND,SRL,Neutral,3621,190
2017-06-08,IND,SRL,Neutral,4038,59
2019-07-06,IND,SRL,Neutral,4350,27
1983-10-13,IND,WIN,Home,280,157
1983-11-09,IND,WIN,Home,281,135
1983-12-01,IND,WIN,Home,282,139
1983-12-07,IND,WIN,Home,283,129
1983-12-17,IND,WIN,Home,284,138
1987-12-08,IND,WIN,Home,539,64
1987-12-23,IND,WIN,Home,540,138
1988-01-02,IND,WIN,Home,541,17
1988-01-05,IND,WIN,Home,542,136
1988-01-19,IND,WIN,Home,543,137
1988-01-22,IND,WIN,Home,544,108
1988-01-25,IND,WIN,Home,545,163
1988-01-07,IND,WIN,Home,560,24
1989-10-23,IND,WIN,Home,639,22
1989-10-30,IND,WIN,Home,648,67
1993-11-27,IND,WIN,Home,919,17
1994-10-17,IND,WIN,Home,1002,137
1994-11-09,IND,WIN,Home,1005,3
1994-11-11,IND,WIN,Home,1006,54
1994-10-23,IND,WIN,Home,1007,12
1994-10-30,IND,WIN,Home,1010,23
1994-11-05,IND,WIN,Home,1013,17
1996-02-21,IND,WIN,Home,1122,108
2002-11-06,IND,WIN,Home,1979,129
2002-11-09,IND,WIN,Home,1980,64
2002-11-15,IND,WIN,Home,1982,24
2002-11-18,IND,WIN,Home,1983,125
2002-11-21,IND,WIN,Home,1984,104
2002-11-24,IND,WIN,Home,1986,180
2006-10-26,IND,WIN,Home,2541,24
2007-01-21,IND,WIN,Home,2587,64
2007-01-24,IND,WIN,Home,2592,3
2007-01-27,IND,WIN,Home,2594,12
2007-01-31,IND,WIN,Home,2600,125
2011-03-20,IND,WIN,Home,3276,12
2011-11-29,IND,WIN,Home,3353,3
2011-12-02,IND,WIN,Home,3355,185
2011-12-05,IND,WIN,Home,3357,24
2011-12-08,IND,WIN,Home,3359,191
2011-12-11,IND,WIN,Home,3360,12
2013-11-21,IND,WIN,Home,3580,127
2013-11-24,IND,WIN,Home,3581,185
2013-11-27,IND,WIN,Home,3583,23
2014-10-08,IND,WIN,Home,3678,127
2014-10-11,IND,WIN,Home,3680,22
2014-10-17,IND,WIN,Home,3683,224
2018-10-21,IND,WIN,Home,4213,240
2018-10-24,IND,WIN,Home,4216,185
2018-10-27,IND,WIN,Home,4219,221
2018-10-29,IND,WIN,Home,4220,7
2018-11-01,IND,WIN,Home,4221,241
2019-12-15,IND,WIN,Home,4385,12
2019-12-18,IND,WIN,Home,4387,185
2019-12-22,IND,WIN,Home,4388,3
1983-03-09,IND,WIN,Away,244,51
1983-03-29,IND,WIN,Away,245,102
1983-04-07,IND,WIN,Away,246,152
1989-03-07,IND,WIN,Away,620,32
1989-03-09,IND,WIN,Away,621,51
1989-03-11,IND,WIN,Away,622,51
1989-03-18,IND,WIN,Away,623,52
1989-03-21,IND,WIN,Away,624,6
1997-04-30,IND,WIN,Away,1274,78
1997-05-03,IND,WIN,Away,1275,32
2002-05-29,IND,WIN,Away,1923,32
2002-06-01,IND,WIN,Away,1924,51
2006-05-18,IND,WIN,Away,2476,53
2006-05-20,IND,WIN,Away,2477,53
2006-05-23,IND,WIN,Away,2478,193
2006-05-26,IND,WIN,Away,2483,51
2006-05-28,IND,WIN,Away,2484,51
2009-06-26,IND,WIN,Away,2975,53
2009-06-28,IND,WIN,Away,2976,53
2011-06-06,IND,WIN,Away,3294,51
2011-06-11,IND,WIN,Away,3296,201
2011-06-13,IND,WIN,Away,3297,201
2011-06-16,IND,WIN,Away,3298,53
2013-06-30,IND,WIN,Away,3521,53
2017-06-25,IND,WIN,Away,4052,51
2017-06-30,IND,WIN,Away,4053,201
2017-07-02,IND,WIN,Away,4056,201
2017-07-06,IND,WIN,Away,4057,53
1979-06-09,IND,WIN,Neutral,109,19
1983-06-09,IND,WIN,Neutral,254,47
1983-06-15,IND,WIN,Neutral,264,59
1983-06-25,IND,WIN,Neutral,277,40
1985-11-22,IND,WIN,Neutral,395,156
1986-11-30,IND,WIN,Neutral,458,156
1988-10-16,IND,WIN,Neutral,583,156
1988-10-21,IND,WIN,Neutral,586,156
1989-10-13,IND,WIN,Neutral,630,156
1989-10-16,IND,WIN,Neutral,238,156
1991-10-19,IND,WIN,Neutral,742,156
1991-10-22,IND,WIN,Neutral,744,156
1991-12-06,IND,WIN,Neutral,753,65
1991-12-14,IND,WIN,Neutral,757,1
1992-01-11,IND,WIN,Neutral,761,68
1992-01-16,IND,WIN,Neutral,764,42
1997-12-16,IND,WIN,Neutral,1348,156
1998-10-31,IND,WIN,Neutral,1441,15
1999-09-05,IND,WIN,Neutral,1577,128
1999-09-08,IND,WIN,Neutral,1579,128
1999-09-11,IND,WIN,Neutral,1583,117
1999-09-12,IND,WIN,Neutral,1584,117
1999-09-14,IND,WIN,Neutral,1585,117
2001-06-30,IND,WIN,Neutral,1816,73
2001-07-04,IND,WIN,Neutral,1818,26
2001-07-07,IND,WIN,Neutral,1819,26
2005-07-31,IND,WIN,Neutral,2361,169
2005-08-07,IND,WIN,Neutral,2365,33
2006-09-20,IND,WIN,Neutral,2523,196
2009-09-30,IND,WIN,Neutral,3031,66
2013-06-11,IND,WIN,Neutral,3510,59
2015-03-06,IND,WIN,Neutral,3775,65
2019-06-27,IND,WIN,Neutral,4338,47
1987-10-17,IND,ZIM,Home,519,67
1987-10-26,IND,ZIM,Home,527,24
1993-03-19,IND,ZIM,Home,878,137
1993-03-25,IND,ZIM,Home,880,140
1993-11-18,IND,ZIM,Home,913,139
1996-03-06,IND,ZIM,Home,1142,23
1998-04-05,IND,ZIM,Home,1380,125
1998-04-09,IND,ZIM,Home,1382,3
2000-12-02,IND,ZIM,Home,1746,3
2000-12-05,IND,ZIM,Home,1747,24
2000-12-08,IND,ZIM,Home,1748,104
2000-12-11,IND,ZIM,Home,1749,23
2000-12-14,IND,ZIM,Home,1750,136
2002-03-07,IND,ZIM,Home,1899,137
2002-03-13,IND,ZIM,Home,1901,127
2002-03-16,IND,ZIM,Home,1902,36
2002-03-19,IND,ZIM,Home,1903,138
1992-10-25,IND,ZIM,Away,825,26
1998-09-26,IND,ZIM,Away,1432,73
1998-09-27,IND,ZIM,Away,1433,73
1998-09-30,IND,ZIM,Away,1434,26
2001-06-24,IND,ZIM,Away,1814,26
2001-06-27,IND,ZIM,Away,1815,73
2003-02-19,IND,ZIM,Away,2046,26
2005-08-29,IND,ZIM,Away,2372,26
2005-09-04,IND,ZIM,Away,2378,26
2010-05-28,IND,ZIM,Away,3111,73
2010-06-03,IND,ZIM,Away,3116,26
2013-07-24,IND,ZIM,Away,3537,26
2013-07-26,IND,ZIM,Away,3539,26
2013-07-28,IND,ZIM,Away,3541,26
2013-08-01,IND,ZIM,Away,3544,73
2013-08-03,IND,ZIM,Away,3545,73
2015-07-10,IND,ZIM,Away,3812,26
2015-07-12,IND,ZIM,Away,3815,26
2015-07-14,IND,ZIM,Away,3817,26
2016-06-11,IND,ZIM,Away,3895,26
2016-06-15,IND,ZIM,Away,3899,26
1983-06-11,IND,ZIM,Neutral,258,122
1983-06-18,IND,ZIM,Neutral,270,141
1996-09-01,IND,ZIM,Neutral,1174,56
1997-01-27,IND,ZIM,Neutral,1238,106
1997-02-09,IND,ZIM,Neutral,1244,166
1998-11-08,IND,ZIM,Neutral,1445,156
1998-11-11,IND,ZIM,Neutral,1448,156
1998-11-13,IND,ZIM,Neutral,1449,156
1999-05-19,IND,ZIM,Neutral,1533,122
1999-09-04,IND,ZIM,Neutral,1576,128
1999-10-01,IND,ZIM,Neutral,1594,170
2000-10-22,IND,ZIM,Neutral,1732,156
2000-10-26,IND,ZIM,Neutral,1734,156
2002-09-14,IND,ZIM,Neutral,1962,33
2004-01-14,IND,ZIM,Neutral,2170,5
2004-01-20,IND,ZIM,Neutral,2175,68
2004-01-24,IND,ZIM,Neutral,2177,1
2004-02-03,IND,ZIM,Neutral,2185,65
2015-03-14,IND,ZIM,Neutral,3786,18
2008-08-24,IRE,KEN,Home,2866,194
2009-07-09,IRE,KEN,Home,2981,109
2007-02-02,IRE,KEN,Away,2606,200
2008-10-18,IRE,KEN,Away,2884,170
2012-02-18,IRE,KEN,Away,3378,197
2012-02-20,IRE,KEN,Away,3381,197
2010-07-01,IRE,KEN,Neutral,3136,204
2007-07-11,IRE,NED,Home,2711,194
2008-07-28,IRE,NED,Home,2849,109
2010-08-16,IRE,NED,Home,3165,109
2010-08-18,IRE,NED,Home,3167,109
2010-07-09,IRE,NED,Away,3151,164
2013-07-07,IRE,NED,Away,3526,164
2013-07-09,IRE,NED,Away,3528,164
2006-08-08,IRE,NED,Neutral,2503,195
2007-02-05,IRE,NED,Neutral,2616,170
2011-03-18,IRE,NED,Neutral,3271,17
2017-05-14,IRE,NZL,Home,4023,226
2017-05-21,IRE,NZL,Home,4026,226
2007-04-09,IRE,NZL,Neutral,2673,202
2008-07-01,IRE,NZL,Neutral,2839,207
2011-05-30,IRE,PAK,Home,3293,194
2013-05-26,IRE,PAK,Home,3500,109
2016-08-18,IRE,PAK,Home,3921,226
2015-03-15,IRE,PAK,Neutral,3789,1
2007-07-15,IRE,SCO,Home,2715,194
2013-09-06,IRE,SCO,Home,3554,194
2013-09-08,IRE,SCO,Home,3556,194
2014-09-08,IRE,SCO,Home,3674,226
2014-09-10,IRE,SCO,Home,3675,226
2014-09-12,IRE,SCO,Home,3676,226
2006-08-05,IRE,SCO,Away,2498,195
2008-07-02,IRE,SCO,Away,2841,207
2009-08-22,IRE,SCO,Away,3001,207
2011-07-12,IRE,SCO,Away,3307,153
2007-01-30,IRE,SCO,Neutral,2599,170
2009-04-01,IRE,SCO,Neutral,2952,166
2010-07-05,IRE,SCO,Neutral,3143,213
2010-07-10,IRE,SCO,Neutral,3154,164
2015-01-12,IRE,SCO,Neutral,3724,209
2018-01-16,IRE,SCO,Neutral,4111,220
2018-01-18,IRE,SCO,Neutral,4113,220
2018-03-18,IRE,SCO,Neutral,4158,26
2007-06-24,IRE,SAF,Home,2699,194
2016-09-25,IRE,SAF,Away,3935,166
2011-03-15,IRE,SAF,Neutral,3268,17
2015-03-03,IRE,SAF,Neutral,3771,132
2014-05-06,IRE,SRL,Home,3635,109
2016-06-18,IRE,SRL,Home,3902,226
2007-04-18,IRE,SRL,Neutral,2682,168
2019-05-05,IRE,WIN,Home,4285,109
2019-05-11,IRE,WIN,Home,4291,226
2014-02-23,IRE,WIN,Away,3617,53
2020-01-07,IRE,WIN,Away,4391,32
2020-01-09,IRE,WIN,Away,4394,32
2011-03-11,IRE,WIN,Neutral,3261,74
2015-02-16,IRE,WIN,Neutral,3752,227
2018-03-10,IRE,WIN,Neutral,4150,26
2019-07-01,IRE,ZIM,Home,4343,235
2019-07-04,IRE,ZIM,Home,4347,194
2019-07-07,IRE,ZIM,Home,4352,194
2010-09-26,IRE,ZIM,Away,3179,26
2010-09-28,IRE,ZIM,Away,3180,26
2010-09-30,IRE,ZIM,Away,3181,26
2015-10-09,IRE,ZIM,Away,3839,26
2015-10-11,IRE,ZIM,Away,3840,26
2015-10-13,IRE,ZIM,Away,3842,26
2018-03-16,IRE,ZIM,Away,4156,26
2007-03-15,IRE,ZIM,Neutral,2642,53
2008-10-17,IRE,ZIM,Neutral,2883,170
2015-03-07,IRE,ZIM,Neutral,3777,5
2007-01-31,KEN,NED,Home,2603,170
2010-02-16,KEN,NED,Home,3086,170
2010-02-18,KEN,NED,Home,3088,170
2008-08-21,KEN,NED,Away,2862,204
2010-07-03,KEN,NED,Away,3140,213
2011-09-13,KEN,NED,Away,3329,213
2009-04-01,KEN,NED,Neutral,2953,150
2009-04-19,KEN,NED,Neutral,2966,150
2014-01-23,KEN,NED,Neutral,3605,229
2007-03-20,KEN,NZL,Neutral,2651,176
2011-02-20,KEN,NZL,Neutral,3236,12
1996-10-02,KEN,PAK,Home,1190,101
2002-08-29,KEN,PAK,Home,1953,170
2002-09-01,KEN,PAK,Home,1955,170
2003-04-08,KEN,PAK,Neutral,2087,156
2004-09-14,KEN,PAK,Neutral,2270,19
2011-02-23,KEN,PAK,Neutral,3240,217
2007-01-17,KEN,SCO,Home,2582,197
2007-01-21,KEN,SCO,Home,2588,197
2007-02-04,KEN,SCO,Home,2611,170
2007-02-07,KEN,SCO,Home,2619,170
2008-08-12,KEN,SCO,Away,2855,195
2013-06-30,KEN,SCO,Away,3522,207
2010-07-07,KEN,SCO,Neutral,3146,204
2014-01-30,KEN,SCO,Neutral,3611,228
1996-10-03,KEN,SAF,Home,1191,170
1999-09-30,KEN,SAF,Home,1593,170
2001-10-07,KEN,SAF,Away,1840,166
2001-10-14,KEN,SAF,Away,1845,130
2001-10-22,KEN,SAF,Away,1848,45
2003-02-12,KEN,SAF,Away,2033,150
2008-10-31,KEN,SAF,Away,2890,80
2008-11-02,KEN,SAF,Away,2891,130
1999-05-26,KEN,SAF,Neutral,34,164
2002-09-20,KEN,SAF,Neutral,1968,33
1996-09-28,KEN,SRL,Home,1181,170
1996-03-06,KEN,SRL,Away,1141,2
2011-03-01,KEN,SRL,Away,3248,33
1999-05-30,KEN,SRL,Neutral,1552,114
2003-02-24,KEN,SRL,Neutral,2054,170
2003-04-06,KEN,SRL,Neutral,2085,156
2001-08-15,KEN,WIN,Home,1830,173
2001-08-18,KEN,WIN,Home,1831,170
2001-08-19,KEN,WIN,Home,1832,170
1996-02-29,KEN,WIN,Neutral,1133,140
2002-09-17,KEN,WIN,Neutral,1965,56
2003-03-04,KEN,WIN,Neutral,2068,130
1997-10-12,KEN,ZIM,Home,1314,170
1997-10-16,KEN,ZIM,Home,1317,101
1997-10-19,KEN,ZIM,Home,1319,170
1999-09-25,KEN,ZIM,Home,1589,170
2008-10-19,KEN,ZIM,Home,2885,170
2009-01-27,KEN,ZIM,Home,2927,197
2009-01-29,KEN,ZIM,Home,2929,197
2009-01-31,KEN,ZIM,Home,2931,170
2009-02-01,KEN,ZIM,Home,2934,170
2009-02-04,KEN,ZIM,Home,2936,170
2002-12-08,KEN,ZIM,Away,2000,26
2002-12-11,KEN,ZIM,Away,2002,181
2002-12-15,KEN,ZIM,Away,2006,73
2006-02-25,KEN,ZIM,Away,2438,73
2006-02-26,KEN,ZIM,Away,2439,73
2006-03-01,KEN,ZIM,Away,2442,26
2006-03-03,KEN,ZIM,Away,2443,26
2009-10-12,KEN,ZIM,Away,3035,26
2009-10-13,KEN,ZIM,Away,3036,26
2009-10-15,KEN,ZIM,Away,3037,26
2009-10-17,KEN,ZIM,Away,3038,26
2009-10-18,KEN,ZIM,Away,3039,26
1996-02-27,KEN,ZIM,Neutral,1130,134
1999-03-19,KEN,ZIM,Neutral,1497,15
1999-03-23,KEN,ZIM,Neutral,1500,15
1999-03-27,KEN,ZIM,Neutral,1503,15
1999-05-15,KEN,ZIM,Neutral,1528,113
2003-03-12,KEN,ZIM,Neutral,2075,80
2003-04-05,KEN,ZIM,Neutral,2084,156
2011-03-20,KEN,ZIM,Neutral,3275,17
1996-02-17,NED,NZL,Neutral,1117,125
1996-02-26,NED,PAK,Away,1129,35
2002-09-21,NED,PAK,Neutral,1969,56
2003-02-25,NED,PAK,Neutral,2055,106
2010-06-15,NED,SCO,Home,3121,204
2010-07-01,NED,SCO,Home,3137,164
2006-08-06,NED,SCO,Away,2501,195
2011-06-28,NED,SCO,Away,3299,207
2007-02-02,NED,SCO,Neutral,2607,199
2007-03-22,NED,SCO,Neutral,2656,193
2008-07-29,NED,SCO,Neutral,2850,109
2013-05-31,NED,SAF,Home,3502,164
1996-03-05,NED,SAF,Neutral,1140,72
2007-03-16,NED,SAF,Neutral,2644,193
